Title,Genres,Tags,Director,Screenwriter,Actors,url
9 Border,"['Mystery', 'Romance', 'Drama']","[""Sisters' Relationship"", 'Hardworking Female Lead', 'Multiple Couples']",['Fukuda Momoko'],['Kaneko Arisa'],"['Kawaguchi Haruna', 'Kinami Haruka', 'Hata Mei']",['https://i.mydramalist.com/RBkpJP_4f.jpg']
Phetra Naruemit,"['Historical', 'Romance', 'Drama']","['Black Magic', 'Time Travel', 'Historical Fiction']",['Chajchavan Saswatgloon'],['Nattaphol Ketboonchoo'],"['Mook Mookda Narinrak', 'Michael Pattaradet Sa-nguankwamdee', 'Maggi Apa Bhavilai']",['https://i.mydramalist.com/RBB4VY_4f.jpg']
Schemes of a Beauty,"['Historical', 'Drama']","['Scheme', 'Han Dynasty', 'Smart Female Lead']",['Ng Gam Yuen'],['Zou Yue'],"['Ruby Lin', 'Sammul Chan', 'Wang Li Kun']",['https://i.mydramalist.com/GwJEgf.jpg']
The Four,"['Mystery', 'Romance', 'Wuxia']","['Multiple Mains', 'Hidden Identity', 'Enemies To Lovers']","['Gu De Chao', 'Leung Sing Kuen', 'Wong Chun Man']",[],"['Zhang Han', 'Yang Yang', 'William Chan']",['https://i.mydramalist.com/L2Q5Lf.jpg']
Perfect Propose,"['Food', 'Romance']","['Childhood Connection', 'Adapted From A Manga', 'Meet Again']",['Horai Tadaaki'],['Miyamoto Takeshi'],"['Kaneko Shunya', 'Nomura Kota', 'Irie Jingi']",['https://i.mydramalist.com/Z81n1k_4f.jpg']
The Bangkok Boy,"['Action', 'Romance', 'Crime']","['Revenge', 'Gay Romance', 'Graphic Violence']",[],[],"['Tape Worrachai Sirikongsuwan', 'Cho Si Hyeon', 'Choi Seung Ho']",['https://i.mydramalist.com/5vPb04_4f.jpg']
You Raise Me Up,"['Psychological', 'Comedy', 'Romance']","['First Love', 'Urologist', 'Female Chases Male First']",['Kim Jang Han'],['Mo Ji Hye'],"['Yoon Shi Yoon', 'Ahn Hee Yeon', 'Park Ki Woong']",['https://i.mydramalist.com/wbn6g_4f.jpg']
Love Is Deep,['Romance'],"['Nice Male Lead', 'Male Chases Female First', 'First Love']",[],['Guo Shuang'],"['Hu Yun Hao', 'Connie Kang', 'Justin Zhao']",['https://i.mydramalist.com/1pyjdf.jpg']
Homesick,"['Thriller', 'Mystery']","['Factory Worker Supporting Character', 'Police Officer Supporting Character', 'Reporter Supporting Character']",['Lu Xing'],['Pan Yi Ran'],"['Zhang Zi Feng', 'Mei Ting', 'Wang Yan Hui']",['https://i.mydramalist.com/qBbQ0_4f.jpg']
When the Sky Falls,"['Action', 'Historical', 'Romance']","['Mild Violence', 'Death Of An Animal', 'Independent Female Lead']",['Mai Phawat Panangkasiri'],"['Kartarhut Bussabpaket', 'Ponn Nipon Pewnen']","['Prang Kannarun Wongkhajornkai', 'Film Thanapat Kawila', 'Bee Sathianpong Chomphuploy']",['https://i.mydramalist.com/6Yymg_4f.jpg']
The Trust,"['Historical', 'Comedy', 'Romance']","['Adapted From A Manhua', 'Body Swap', 'Emperor Male Lead']",['He Zhen Hua'],[],"['Song Yan Fei', 'Zhang Hao Wei', 'Ma Li']",['https://i.mydramalist.com/pd2BJV_4f.jpg']
Song Huajai Nee Puea Tur,"['Comedy', 'Romance', 'Drama']","[""Soulmates' Relationship"", 'Supernatural Being', 'Spirit Possession']",['Chudapa Chantakett'],[],"['Mario Maurer', 'Mint Chalida Vijitvongthong', 'Patt Napapa Thantrakul']",['https://i.mydramalist.com/vQE2Xf.jpg']
Wake Up Ladies,"['Comedy', 'Romance', 'Drama']","['Multiple Mains', 'Multiple Couples', 'Friendship']","['Kukkai Rangsima Mathipornwanich', 'Nat Thachai Komolphet']","['Kukkai Rangsima Mathipornwanich', 'Manow Waneepan Ounphoklang', 'Seh Thanaporn Phetcharas']","['Pompam Niti Chaichitathorn', 'JakJaan Akhamsiri Suwanasuk', 'Ice Apitsada Kreurkongka']",['https://i.mydramalist.com/vJqWZf.jpg']
The Origin of Eternity,"['Romance', 'Wuxia', 'Fantasy']","['Short Length Series', 'Xianxia', 'Web Series']",[],[],"['Yang Ze', 'Lin Yan Rou', 'Cao Jun Hao']",['https://i.mydramalist.com/XlOdp_4f.jpg']
Yamato Nadeshiko Shichi Henge,"['Comedy', 'Romance', 'Life']","['Awkward Female Lead', 'Adapted From A Manga', 'Eccentric Female Lead']","['Ishii Yasuharu', 'Ozawa Yuki', 'Kawashima Ryutaro']",['Shinozaki Eriko'],"['Kamenashi Kazuya', 'Tegoshi Yuya', 'Omasa Aya']",['https://i.mydramalist.com/qYwQDf.jpg']
So Not Worth it,"['Comedy', 'Romance', 'Youth']","['Multiple Mains', 'Hardworking Female Lead', 'Foreigner Supporting Character']","['Kwon Ik Joon', 'Kim Jung Shik']","['Seo Eun Jung', 'Baek Ji Hyun']","['Park Se Wan', 'Shin Hyun Seung', 'Choi Young Jae']",['https://i.mydramalist.com/r1Roy_4f.jpg']
Roosevelt Game,"['Business', 'Drama', 'Sports']","['Adapted From A Novel', 'Greed', 'Teamwork']","['Fukuzawa Katsuo', 'Tanaka Kenta', 'Tanazawa Takayoshi']",['Yatsu Hiroyuki'],"['Karasawa Toshiaki', 'Eguchi Yosuke', 'Kudo Asuka']",['https://i.mydramalist.com/nOoNxf.jpg']
Perfect Mismatch,['Romance'],"['Traditional Medicine', 'Martial Arts', 'Student Female Lead']",['Shen Wen Shuai'],[],"['Luo Zheng', 'Lv Xiao Yu', 'Lin Yan Rou']",['https://i.mydramalist.com/x4686w_4f.jpg']
The Heavenly Sword and Dragon Sabre,['Wuxia'],"['Monk Male Lead', 'Taoism', 'Historical Fiction']",[],['Chen Bing'],"['Alec Su', 'Alyssa Chia', 'Gao Yuan Yuan']",['https://i.mydramalist.com/XAvppf.jpg']
The Glory of Tang Dynasty Season 2,"['Historical', 'Romance', 'Drama']","['Historical Fiction', 'Tang Dynasty', 'Harem']","['Liu Guo Nan', 'Cong Xiao']",[],"['Ren Jia Lun', 'Jing Tian', 'Lu Xing Yu']",['https://i.mydramalist.com/xAr8wf.jpg']
I Am the Years You Are the Stars,"['Mystery', 'Romance', 'Sci-Fi']","['Immortal', 'Terminal Illness', 'Hidden Past']",['Wong Chun Man'],[],"['Estelle Chen', 'Liu Hai Kuan', 'Liu Chao']",['https://i.mydramalist.com/0wd3r6_4f.jpg']
Autumn Cicada,"['Action', 'Historical', 'Crime']","['Hidden Identity', 'Espionage', 'Undercover Agent Male Lead']","['Leon Li', 'Fu Ning']","['Leon Li', 'Fu Ning']","['Ren Jia Lun', 'Li Man', 'Liu Huan']",['https://i.mydramalist.com/1g3o6f.jpg']
Go Back Lover,"['Romance', 'Youth']","['Transfer Student Female Lead', 'Student Supporting Character', 'Student Female Lead']",['Ming Yan'],[],"['Li Yun Rui', 'Xu Ruo Han', 'Ryan Ren']",['https://i.mydramalist.com/yWVPPk_4f.jpg']
Black Cinderella,"['Romance', 'Youth']","['Beauty Standards', 'Beauty Pageant', 'High School']","['Kawamura Taisuke', 'Hara Keinosuke', 'Inobe Yohei']",['Yoshida Erika'],"['Riko', 'Kamio Fuju', 'Itagaki Mizuki']",['https://i.mydramalist.com/RzbeY_4f.jpg']
Oshi ga Budokan Ittekuretara Shinu,"['Comedy', 'Youth', 'Drama']","['Otaku Female Lead', 'Female Centered Plot', 'Idol Supporting Character']","['Ohtani Kentaro', 'Takaishi Akihiko']",[],"['Matsumura Sayuri', 'Irei Himena', 'Nakamura Riho']",['https://i.mydramalist.com/v0zYW_4f.jpg']
Justifiable Defense,"['Thriller', 'Mystery', 'Law']","['Criminal Justice System', 'Cold Case', 'Prosecutor Male Lead']",['Li Yun Liang'],"['Wu Yao', 'Jia Dong Yan']","['Gao Ye', 'Edward Zhang', 'Bai Jing Ting']",['https://i.mydramalist.com/l0qrjb_4f.jpg']
Takara's Treasure,['Romance'],"['Adapted From A Manga', 'Senior-Junior Relationship', 'Meet Again']","['Tomita Miki', 'Ishibashi Yuho', 'Kosasa Ryoma']",['Shimo Ayumi'],"['Iwase Yoji', 'Konishi Eito', 'Mihara Ui']",['https://i.mydramalist.com/Bd1r4b_4f.jpg']
Tokyo Bandwagon,"['Mystery', 'Romance', 'Life']","['Cohabitation', 'Adapted From A Novel', 'Shop Setting']","['Sugawara Shintaro', 'Kariyama Shunsuke']",['Omori Mika'],"['Kamenashi Kazuya', 'Tabe Mikako', 'Tamaki Koji']",['https://i.mydramalist.com/joEgy_4f.jpg']
Winter Sonata,"['Romance', 'Drama', 'Melodrama']","['First Love Returns', 'Love Triangle', 'Birth Secret']","['Yoon Seok Ho', 'Lee Hyung Min']","['Kim Eun Hee', 'Yoon Eun Kyung', 'Oh Soo Yun']","['Bae Yong Joon', 'Choi Ji Woo', 'Park Yong Ha']",['https://i.mydramalist.com/RJNZxf.jpg']
Rakshasa Street,"['Action', 'Adventure', 'Drama']","['Supernatural Being', 'Slight Romance', 'Spirit']",['Shiyiyue'],['Wei Tian Yi'],"['Jiro Wang', 'An Yue Xi', 'Russel Tang']",['https://i.mydramalist.com/PxN8Q8_4f.jpg']
My Golden Blood,"['Romance', 'Drama', 'Fantasy']","['Vampire Fiction', 'Vampire Male Lead', 'Protective Male Lead']",['Ark Saroj  Kunatanad'],"['Sorawit Muangkaew', 'May Piangpaitoon Satrawaha', 'Yui Kanokphan Ornrattanasakul', 'Eng Issaraporn Kuntisuk', 'Natthakit Fungcharoen', 'Arpaphan Saksiriwatekul']","['Joss Way-ar Sangngern', 'Gawin Caskey', 'Um Apasiri Nitibhon']",['https://i.mydramalist.com/NdbzjE_4f.jpg']
The Rebirth,"['Historical', 'Romance', 'Drama']","['Short Length Series', 'Cunning Male Lead', 'General Female Lead']",['Deng Zhan Neng'],[],"['Ye Sheng Jia', 'Xu Zhen Zhen', 'Simon Chen']",['https://i.mydramalist.com/mOLWo3_4f.jpg']
"Later, I Laughed","['Comedy', 'Romance', 'Life']","['Workplace Setting', 'Office Setting', 'City Setting']",['Dong Run Nian'],['Dong Run Nian'],"['Teresa Li', 'Wei Da Xun', 'Wang Hao']",['https://i.mydramalist.com/O841vx_4f.jpg']
Oretachi wa Abunakunai ~ Cool ni Saboru Keijitachi,"['Mystery', 'Comedy', 'Drama']","['Investigation', 'Inchoate Crime', 'Emotionally Strong Male Lead']",[],"['Fujiki Mitsuhiko', 'Watanabe Kei', 'Miyamoto Takeshi']","['Suzuki Nobuyuki', 'Sano Hayato', 'Yano  Masato']",['https://i.mydramalist.com/k6KEv_4f.jpg']
Hotel Trainees,"['Comedy', 'Romance', 'Life']","['Hotel Management', 'Workplace Setting', 'Adapted From A Web Novel']","['Li Yue', 'Qin Jie']",[],"['Zhao Zhi Wei', 'Ma Meng Wei', 'Zhu Si Yi']",['https://i.mydramalist.com/XO0nZ_4f.jpg']
Kamen Rider Amazons,"['Thriller', 'Mystery', 'Tokusatsu']","['Human Experimentation', 'Experiment', 'Investigation']",['Ishida Hidenori'],['Kobayashi Yasuko'],"['Fujita Tom', 'Taniguchi Masashi', 'Asahina Hiroshi']",['https://i.mydramalist.com/0gNWK_4f.jpg']
Use for My Talent,"['Business', 'Comedy', 'Romance']","['Mysophobia', 'Phobia', 'Boss-Employee Relationship']",['Cai Cong'],[],"['Jasper Liu', 'Shen Yue', 'Dai Yun Fan']",['https://i.mydramalist.com/jNLYb_4f.jpg']
Is My Kawaii About to Expire?,"['Comedy', 'Romance', 'Fantasy']","['Smart Female Lead', 'Nice Male Lead', 'Warm Male Lead']","['Nakamae Yuji', 'Shinjo Takehiko']",['Tanabe Shigenori'],"['Yamada Ryosuke', 'Yoshine Kyoko', 'Ohashi Kazuya']",['https://i.mydramalist.com/Q4xgW_4f.jpg']
Wise and Foolish,"['Comedy', 'Supernatural', 'Political']","['Father-Son Relationship', 'Adapted From A Novel', 'Body Swap']","['Kimura Hisashi', 'Yamamoto Daisuke', 'Motohashi Keita']",['Nishiogi Yumie'],"['Suda Masaki', 'Endo Kenichi', 'Motokariya Yuika']",['https://i.mydramalist.com/X7qgJ_4f.jpg']
Connect,"['Mystery', 'Horror', 'Crime']","['Gore', 'Murder', 'Music']",['Miike Takashi'],"['Nakamura Masaru', 'Heo Dam']","['Jung Hae In', 'Go Kyung Pyo', 'Kim Hye Joon']",['https://i.mydramalist.com/pqj7D_4f.jpg']
HIStory2: Right or Wrong,"['Romance', 'Life', 'Drama']","['LGBTQ+', 'Bisexual Male Lead', 'Older Man/Younger Man']",['Gia Lee'],['Lin Pei Yu'],"['Steven Chiang', 'Hunt Chang', 'Oscar Chiu']",['https://i.mydramalist.com/Xv3edf.jpg']
Dark Hole,"['Action', 'Thriller', 'Horror']","['Hallucination', 'Monster', 'Supernatural']",['Kim Bong Joo'],['Jung Yi Do'],"['Kim Ok Bin', 'Lee Jun Hyuk', 'Park Keun Rok']",['https://i.mydramalist.com/xJv2N_4f.jpg']
Seal of Love,"['Romance', 'Wuxia', 'Fantasy']","['Short Length Series', 'Xianxia', 'Web Series']",['Zhou Xiao'],['Zhou Mo'],"['Li Fei', 'Ming Jia Jia', 'Hyde']",['https://i.mydramalist.com/EK72W_4f.jpg']
Line Walker: The Prelude,"['Action', 'Crime', 'Drama']",['(Vote tags)'],"['So Man Chung', 'So Ka Man']","['Shuang Cheng', 'Tam Gim Wai']","['Michael Miu', 'Moses Chan', 'Jessica Hsuan']",['https://i.mydramalist.com/Lek43f.jpg']
Goodbye Ghosts!,"['Comedy', 'Drama', 'Supernatural']","['Ghost-seeing Female Lead', 'Ghost-seeing Male Lead', 'Adapted From A Manga']","['Tsukamoto Renpei', 'Nagumo Seiichi', 'Komuro Naoko']","['Ozaki Masaya', 'Izumisawa Yoko']","['Fukushi Sota', 'Tsuchiya Tao', 'Suzuki Ryohei']",['https://i.mydramalist.com/qElJd_4f.jpg']
My Fantastic Funeral,"['Comedy', 'Romance', 'Life']","['Miniseries', 'Illness', 'Terminal Illness']",['Park Seon Ho'],['Kim Eun Hyang'],"['Choi  Woo Shik', 'Gyeong Su Jin', 'Yoo Ha Joon']",['https://i.mydramalist.com/1dOWdf.jpg']
Cute Bodyguard,"['Comedy', 'Romance']","['Martial Artist Female Lead', 'Rich Male Lead', 'Bodyguard Female Lead']",['Mai Tian'],[],"['Liu  Te', 'Ling Mei Shi', 'Zhou Zi Xin']",['https://i.mydramalist.com/RqkQV_4f.jpg']
We Best Love: Fighting Mr. 2nd - Special Episode 6.5,"['Romance', 'Drama']","['Student Male Lead', 'Gay Male Lead', 'Gay Romance']",['Ray Jiang'],['Lin Pei Yu'],"['Ray Chang', 'Shih Chih Tian', 'Alex Chou']",['https://i.mydramalist.com/eN0oq_4f.jpg']
Miss the Dragon Special,"['Romance', 'Wuxia', 'Drama']","['Mythical Entity-Human Relationship', 'Dragon Male Lead', 'Demon Male Lead']",['Min Guo Hui'],[],"['Dylan Wang', 'Zhu Xu Dan', 'Jiang Hao']",['https://i.mydramalist.com/pZpjQ_4f.jpg']
Way Back into Love,"['Comedy', 'Romance']","['Smart Male Lead', 'Boss-Employee Relationship', 'First Love']",['Yang Huan'],[],"['Tang Xiao Tian', 'Sun Qian', 'Wang You Jun']",['https://i.mydramalist.com/ZWeok_4f.jpg']
Lingering in Mind,['Romance'],"['Adapted From A Web Novel', 'Short Length Series', 'Filmed Vertically']",[],[],"['Liu Nian', 'He Cong Rui', 'Wang Ren Ke']",['https://i.mydramalist.com/g0DVR1_4f.jpg']
Treasure at Dawn,"['Thriller', 'Mystery', 'Fantasy']","['Traditional Medicine Doctor Male Lead', 'Slight Comedy', 'Teamwork']","['Jones Ma', 'Shi Lei']","['Yang Hong Wei', 'Liu Cheng Long']","['Li Hong Yi', 'Su Xiao Tong', 'Yu Cheng En']",['https://i.mydramalist.com/Dk75wo_4f.jpg']
The Princess Royal Special,"['Historical', 'Romance']","[""Bickering Mains' Relationship"", 'Married Female Lead', 'Married Male Lead']",[],[],"['Zhao Jin Mai', 'Zhang Ling He', 'Wei Zi Xin']",['https://i.mydramalist.com/Nd4own_4f.jpg']
Kidnapping Game,"['Thriller', 'Mystery', 'Romance']","['Investigation', 'Suspense', 'Adapted From A Novel']",['Zang Xi Chuan'],[],"['Zhu Ya Wen', 'Gina Jin', 'Liu Yi Jun']",['https://i.mydramalist.com/qwe8Kf.jpg']
Seigi no Mikata,"['Comedy', 'Romance']","['Student Female Lead', 'School Setting', 'Office Worker Female Lead']",['Nakajima Satoru'],"['Ouki Shizuka', 'Seki Erika', 'Fukuma Masahiro']","['Shida Mirai', 'Yamada Yu', 'Sano Shiro']",['https://i.mydramalist.com/g2XBdf.jpg']
Hikonin Sentai Akibaranger,"['Tokusatsu', 'Comedy', 'Martial Arts']","['Parody', 'Slice Of Life', '(Vote tags)']","['Tasaki Ryuta', 'Suzumura Nobuhiro']","['Komura Junko', 'Arakawa Naruhisa']","['Wada Masato', 'Hinami Kyoko', 'Ogino Karin']",['https://i.mydramalist.com/d00Dqg_4f.jpg']
Lucky Romance,"['Business', 'Comedy', 'Romance']","['Nice Male Lead', 'Rich Man/Poor Woman', 'Boss-Employee Relationship']",['Kim Kyung Hee'],['Choi Yoon Kyo'],"['Hwang Jung Eum', 'Ryu Jun Yeol', 'Lee Soo Hyuk']",['https://i.mydramalist.com/VJQeQf.jpg']
Dragon Sakura,"['Comedy', 'Youth', 'Drama']","['High School', 'Adapted From A Manga', 'Student Supporting Character']","['Tsukamoto Renpei', 'Komatsu Takashi', 'Karaki Akihiro']",['Hata Takehiko'],"['Abe Hiroshi', 'Hasegawa Kyoko', 'Yamashita Tomohisa']",['https://i.mydramalist.com/2PNkP_4f.jpg']
Ima Ai ni Yukimasu,"['Romance', 'Drama', 'Fantasy']","['Adapted From A Novel', 'Amnesia', 'Time Travel']","['Yamamuro Daisuke', 'Kawashima Ryutaro', 'Hirano Shunichi']",['Shinozaki Eriko'],"['Mimura Rie', 'Narimiya Hiroki', 'Takei Akashi']",['https://i.mydramalist.com/Gl00Nf.jpg']
My Only Love Song,"['Historical', 'Comedy', 'Romance']","['Time Travel', 'Goguryeo Dynasty', 'Fate']",['Min Doo Shik'],['Kim Soo Jin'],"['Gong Seung Yeon', 'Lee  Jong Hyun', 'Kim Yeon Seo']",['https://i.mydramalist.com/Kxeb4f.jpg']
Nice Flight!,"['Romance', 'Life', 'Drama']","['Workplace Setting', 'Pilot Male Lead', 'Airport Setting']","['Horai Tadaaki', 'Kinouchi Kento']",['Eto Rin'],"['Tamamori Yuta', 'Nakamura Anne', 'Kichise Michiko']",['https://i.mydramalist.com/B85eq_4f.jpg']
Kindaichi Shonen no Jikenbo,"['Thriller', 'Mystery']","['Adapted From A Manga', 'Investigation', 'Suspense']","['Sato Toya', 'Tsutsumi Yukihiko', 'Amemiya Nozomi']","['Fukasawa Masaki', 'Oishi Tetsuya']","['Domoto Tsuyoshi', 'Tomosaka Rie', 'Furuoya Masato']",['https://i.mydramalist.com/jQ4VPJ_4f.jpg']
Rak Diao,"['Comedy', 'Romance', 'Sitcom']","['Bisexual Male Lead', 'LGBTQ+', ""Bickering Mains' Relationship""]",['Nok Jirasak Yojiw'],"['Kate Pimmada Pattana-alongkorn', 'Nattachai Poomchat', 'Plongpon Rattanawong', 'Nonpawit Tonniem']","['Earth Thanakrit Talasopon', 'Win Songsin Jaipan', 'Nui Sujira Arunpipat']",['https://i.mydramalist.com/053OO_4f.jpg']
Let's Eat Season 3,"['Food', 'Comedy', 'Romance']","['Emotionally Strong Female Lead', 'Difficult Adulthood', 'School Setting']","['Choi Kyu Shik', 'Jung Hyung Geon']",[],"['Baek Jin Hee', 'Yoon Doo Joon', 'Ahn Woo Yeon']",['https://i.mydramalist.com/2kQO7_4f.jpg']
Playful Kiss YouTube Edition,"['Comedy', 'Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",['Hwang In Roe'],[],"['Jung So Min', 'Kim Hyun Joong', 'Yoon Seung Ah']",['https://i.mydramalist.com/MXdrxf.jpg']
My Dear Brothers,"['Comedy', 'Romance', 'Wuxia']","['Xianxia', 'Adapted From A Novel', 'Rivalry']",['Qiu Yu'],['Song Yang'],"['Zhao Ying Bo', 'Dai Yun Fan', 'Wu Qian Ying']",['https://i.mydramalist.com/r6Pk2_4f.jpg']
On the Way to the Airport,"['Romance', 'Drama', 'Melodrama']","['Airport Setting', 'Flight Attendant Female Lead', 'Second Chance Romance']",['Kim Chul Gyu'],['Lee Sook Yun'],"['Kim Ha Neul', 'Lee Sang Yoon', 'Shin Sung Rok']",['https://i.mydramalist.com/8xXANf.jpg']
Back for You,"['Action', 'Historical', 'Mystery']","['Chinese Republican Era', 'Detective Fiction', 'Age Gap [Real Life]']",[],[],"['Angelababy', 'Wang An Yu', 'Kuang Mu Ye']",['https://i.mydramalist.com/VXLX1v_4f.jpg']
"Atypical Crime Investigator, Hinako Todo","['Mystery', 'Psychological']","['Investigation', 'Cold Female Lead', 'Calm Female Lead']","['Shiraki Keiichiro', 'Horai Tadaaki']",['Furuya Kazunao'],"['Haru', 'Yokoyama Yu', 'Hayashi Kento']",['https://i.mydramalist.com/AzeX8f.jpg']
IN-SEOUL Season 2,"['Romance', 'Youth', 'Drama']","['Slow Burn Romance', 'Male Chases Female First', 'Sismance']",['Im Ji Eun'],"['Jung Soo Yoon', 'Kim Hee Won']","['Min Do Hee', 'Kim Yeon Seo', 'Ryeo Un']",['https://i.mydramalist.com/4DxeJf.jpg']
You're My Pet,"['Comedy', 'Romance']","['Cohabitation', 'Clingy Male Lead', 'Love Triangle']","['Kumasaka Izuru', 'Minorikawa Osamu', 'Inobe Yohei']","['Arai Yuka', 'Imanara Takayuki']","['Iriyama Noriko', 'Shison Jun', 'Takezai Terunosuke']",['https://i.mydramalist.com/gJqvdf.jpg']
Under the Gun,"['Romance', 'Youth']","['Alcoholic Supporting Character', 'Emotionally Strong Female Lead', 'Tsundere Male Lead']",['Hong Chung Gi'],['Lee Hae Ri'],"['Zuho', 'Jo Soo Min', 'Seo Ji Won']",['https://i.mydramalist.com/XdgOLq_4f.jpg']
"Dear Doctor, I'm Coming for Soul","['Romance', 'Drama', 'Medical']","['LGBTQ+', 'Gay Romance', 'Adapted From A Novel']",['Phadej Onlahung'],"['Bangpahn Homjan', 'Kusolin Mekviphat']","['Nut Nutchapon Rattanamongkol', 'Karn Kasidej Hongladaromp', 'Cookkai Pavadee Komchokpaisan']",['https://i.mydramalist.com/QE0X7_4f.jpg']
Jin Sheng Yu Ni,"['Romance', 'Drama']","['Heiress Female Lead', 'Short Length Series', 'Star Crossed Lovers']",['Lin Qing'],[],"['Lu Yun Feng', 'Liu Rui Qiao', 'Chen Fang Tong']",['https://i.mydramalist.com/E5Dkkm_4f.jpg']
Hello Again!,"['Business', 'Comedy', 'Romance']","['First Love', 'Love/Hate Relationship', 'Childish Male Lead']",['Liu Kuang Hui'],['Wang Yu Chen'],"['Amber An', 'Bruce Hung', 'Lee Shiau Shiang']",['https://i.mydramalist.com/N7YQYf.jpg']
The Black Swindler,"['Action', 'Thriller', 'Mystery']","['Revenge', 'Adapted From A Manga', 'Investigation']","['Ishii Yasuharu', 'Hirano Shunichi', 'Matsubara Hiroshi']",['Shinozaki Eriko'],"['Yamashita Tomohisa', 'Horikita Maki', 'Ichikawa Yui']",['https://i.mydramalist.com/aE15af.jpg']
Sparkle Love,"['Comedy', 'Romance', 'Youth']","['Swimming', 'Male Chases Female First', 'First Love']",['Huang Yuanda'],['Ji Sang Rou'],"['Zhang Ling He', 'Ling Mei Shi', 'Dai Yun Fan']",['https://i.mydramalist.com/BNx8b_4f.jpg']
Kakenai!?: Kyakuhonka Yoshimaru Keisuke no Sujigaki no Nai Seikatsu,"['Comedy', 'Romance', 'Drama']","['Supportive Significant Other', 'Screenwriter Male Lead', 'Married Female Lead']","['Yuki Saito', 'Toyoshima Keisuke']",['Fukuda Yasushi'],"['Ikuta Toma', 'Kichise Michiko', 'Kikuchi Fuma']",['https://i.mydramalist.com/Z2lR8_4f.jpg']
Satsui no Michinori,"['Thriller', 'Comedy', 'Drama']","['Bankruptcy', 'Revenge', 'Murder']",['Sumida Takashi'],['Bakarhythm'],"['Iura Arata', 'Bakarhythm', 'Hotta Mayu']",['https://i.mydramalist.com/ENlJl_4f.jpg']
The Legend of Anle,"['Mystery', 'Romance', 'Wuxia']","['Flirty Female Lead', 'Political Intrigue', 'Smart Female Lead']","['Gary Sing', 'Jones Ma', 'Jason So']",['Xuan Zhao'],"['Dilraba Dilmurat', 'Gong Jun', 'Liu Yu Ning']",['https://i.mydramalist.com/1wObgy_4f.jpg']
Jugglers,"['Business', 'Comedy', 'Romance']","['Boss-Employee Relationship', 'Hardworking Female Lead', 'Calm Male Lead']","['Kim Jung Hyun', 'Kang Soo Yeon']",['Jo Yong'],"['Choi Daniel', 'Baek Jin Hee', 'Lee Won Keun']",['https://i.mydramalist.com/rkoV7f.jpg']
Sapai Jao,"['Historical', 'Comedy', 'Romance']","['Emotionally Strong Female Lead', 'Ex Comes Back', ""Bickering Mains' Relationship""]",['Chaninthorn Prasertprasart'],"['Visuttchai Boonyakarnjawa', 'Sanctuary']","['Namtarn Pichukkana Wongsarattanasin', 'Pope Thanavat Vatthanaputi', 'Alek Teeradetch Metawarayut']",['https://i.mydramalist.com/e65Zd_4f.jpg']
Timing,"['Romance', 'Youth', 'Drama']","['Amnesia', 'Friends To Lovers', 'Flashback To Past']",[],"['Kim Ji Suk', 'Yoo In Young']","['Han Bo Reum', 'Yoon Jong Hoon', 'Nam Young Joo']",['https://i.mydramalist.com/RJ6wgf.jpg']
Secret Lover,"['Comedy', 'Romance', 'Youth']","[""Childhood Friends' Relationship"", 'Gay Romance', 'Friends To Lovers']",['Chiang Ping Chen'],['Lin Pei Yu'],"['Wang Jyun Hao', 'Chance', 'Justin Chang']",['https://i.mydramalist.com/73W51y_4f.jpg']
My Divine Emissary,"['Historical', 'Comedy', 'Romance']","['Palace Setting', 'Emperor Male Lead', 'Warm Female Lead']",['Wu Meng En'],[],"['Li Zi Xuan', 'Chen Jing Ke', 'Vincent Wei']",['https://i.mydramalist.com/vXnvp2_4f.jpg']
